ulasan,label
"kali ini bener"" kecewa sm gojek, saldo ku kepotong sendiri 500rban trus tiba"" ke log out sndiri lagi dn harus login lagi harus lgi nunggu 30 jam aneh bngt sumpah, balikin duit gw 600rb di dlmnya",1
sudah nunggu pesanan gofood 1 jam tiba2 dibatalkan oleh sistem. buang2 waktu. bikin malu sama tamu.,1
"2x order goride, semuanya ga ada bawa helm. Terpaksa saya pergi tanpa helm. Tolong dong di pertegas drivernya 😃",5
lebih enakk aja ga perlu beli keluar tapi agak mahal ya ongkir nyaa mimin gojek kurangin ongkirnya nyaa yaa,5
"Apikasi Lambat Loading, jaringan data kencang Hp jga kencang Aplikasinya malah keberatan",1
"sumpah aplikasinya membantu bigindawww, tapii plis benerin error nya ^^, udah 2x tiba tiba kecantol driver lain padahal barusan udah nyampe ke titik tujuan (jadi pertama dapet driver, dianterin-nyampe, malah kecantol driver lain) mohon agak diperbaiki yaa, bikin spot jantung ae, aku kasih bintang 4.",4
"aplikasi jelekkkkkk, minta dibatalin karena pesenan gak disengaja tapi gak bisaaaa!!! kocak!!! uang 67rb melayang cuma2 gegara aplikasi elu",1
Mesen makan. Sampai 1 jam lebih gk dpt driver. Pesen lagi sama sejam gk dpt driver. Ini bisa gak di ubah waktunya.. maximal 15 sampai 20 menit gitu. Kalau gk dpt driver langsung batal pesanan. Capek banget udah kelaperan lagi. Bikin emosi,1
"proses verifikasi wajah selalu gagal ,padahal sdh diluar ruangan ,masa msih kurang cahaya ,",2
mantab selalu ada setiap cari go car. walau titik jemput sedikit tambah tetap ketemu,5
"Sering kecewa sama kendaraannya,, ga sesuai ekspektasi udah bayar harga yg comfort malah dapat motor listrik yg kecil,, kalau ambil bike standart malah dapat motor jadul,,, tolong diperbaiki kualitas kendaraannya biar penumpang tidak kecewa, terimakasih",3
"ini kenapa tiap buka gofood lag bangat? , padahl sinyal bagus, kuota banyak",4
"mantap, sayangnya kadang agak lama nyari drivernya",5
aplikasi nya bagus tapi di gofood ongkirnya mahal banget makanannya 18ribu ongkir nya 60 ribu dikira sultan yang beli,3
tiap buat pembayaran pdam selalu error... gak ada gunanya jadinya,3
"padahal dari resto sama driver nya cepat, tapi dari aplikasi di lama lamain",1
"sama sama bayar tp gofood gw dianter terakhir, driver muter² malang melintang nganter orderan yg lain dulu makanan nya sampe anyep",1
niatnya dukung gojek dengan langganan gojek plus apalah itu eh pas langganan semua resto dengan logo plus diskon nya ilang paling besar 35% min belanja 120k mo pesen dari resto yang bukan plus ongkirnya jadi gak ngotak 😂🤣,2
thx atas pelayanan nya aplikasi gopay.. sangat mempermudah transportasi Qt berkendara,5
"kalau gofood telat, pandai banget yak timernya berhenti wkwk biar ga keliatan telat apa gimana dah",2
saya harap ada tambahan fitur-fitur seperti bisa ngirim lokasi kayak WA gitu soalnya driver nya sering salah rumah 🗿🗿🗿🗿 jadi ngakak liat nya,5
"Driver sekarang pada suka ngeghosting dan rewel.. Kalo g kepaksa banget, g pake",1
"penyelesaian setiap laporan selalu bad service, belum selesai main tutup laporan, giliran masih aktif ngga bisa ngechat/balas chat",1
mudah menggunakan aplikasinya dan cs nya ramah membantu,5
"Min sistem order otomatis setelah di cancel driver hilangkan dong,banyak driver klau malam,suka cancel aja,kasian driver yg ke order otomatis.......makin parah min.maps lu makin rusak,lokasi driver dah ±500m dri lokasi jemput, tiba-tiba pindah 3km dri tempat awal(driver sama),cmn berapa detik gantinya,mana sehabis ganti lokasinya, otomatis ke cancel pesanannya",1
"jelek banget, saldo gua tiba tiba berkurang waktu top up",1
udah langganan banget soalnya lebih nyaman adja sprti kekeluargaan ramah² drivernya,5
log in susah kenapa tertera sinyal internet padahal kuota data ada aneh pindah ke sebelah aja lah ribet,5
"gosen sekarang kenpa pada di cansel sama drivernya min tolong di perbaiki min... sekali nya dpt driver jarang mau pickup jauh ,,sampe 5 jam baru nyangkut , untuk daerah centrak park apartment dan sekitar nya",3
gak pernah klik gojek plus tiba2 langanan. aneh sekali.,1
aplikasi aneh top up gk masuk masuk notif doang masuk,1
"gangguan mulu sih , kaga bisa tf mana lagi darurat duit nyangkut",2
"gofoodnya bener"" ngak bagus banget, udah lama nunggu dpt driver ujung""nya di cancel. mending pake shopeefood aja cepet dan lebih murah",3
beberapa kali go food molor 17 menit yg dijanjikan molor sampai 45 menit. dan gak bisa dibatalkan. setelah nyaris 1 jam menunggu akhirnya ada opsi batal order.,1
"lama banggettt pengantaran nyyaa GK kayak toko orange sebelah ,padahal pesanya ditempat yang sama waktu yang sama tapi datangnya cepetan di toko sebelah , tolong y harus lebih gerrrceep lagi 🙏🙏",1
sudah tidak pernah jadi driver aktif 3 THN lalu tapi masih dipotong bpjs tk,1
tolong yah gocar puncak sumpah sombong bgt banyak berserakan tapi ga mau ambil orderan giliran nyangkut harga mau nya di luar aplikasi 😡minta ongkos nya ga kira kira lagi,2
"Mempermudah perjalanan, menghemat waktu dan biaya",5
"Knpa susah banget buat daftar warung buat gofood ya, kata nya nanti dihubungi seletah kami sampaikan kelengkapan nya, sampai sekarang g ada kabar, admin nya di hub g ngangkat, di chat g pernah di read...didatengin katax sabar aja nanti di hub gitu terus",5
jika tidak ada driver yang tersedia di infokan jangan buat orang menunggu 1 jam lebih sia2 mitra resto dan pelanggan sama2 dirugikan .,1
"aplikasi kasih ini memperivikasi tidak lebih 20 persen mengambil keuntungan,jadi 20persen yang kalian peras itu gak besar ya,kalian cuman santai santai dikantor, driver yang pilih gak kalian hargai",1
"sebelum berlangganan gojek plus bnyk bgt promo nya pas sudah berlangganan lgsg ilang tuh promo nya, penipuan nmanya",1
kenapa mudah ngelag padahal paket masih bnyak dan sinyal pun kuat kenapa sering ngelag,1
"Halo saran ini kenapa sekarang ga bisa pesan lain tempat kalau bisa Jangan di bikin automatis dong alamat awal kalau tujuan gpp jadi mau pesanin orang lain dari alamat yang berbeda selain lokasi ga bisa, sudah ketik berulang² tetap aja dari lokasi automatis",2
"aplikasi gilaaaa. ga dapet driver padahal makanan udah ready bisa""nya driver ga ada. sampai di saranin sama penjual makanannya jangan pake gojek",1
sanģat sering menggunakan go car dan baik. pernah 2 x diminta lewat jalan lain ambil teman dia marah2 karena aku blm tahu cara panggilnya. Depok ke pasar minggu atau halte busway UI depok bisa lewat jl. kemakmuran atau jl. siliwangi. Memang beda dikit padahal saya selalu kasih tip dan klu nyamper teman selalu aku tambahi bayarnya.,4
"Pernah error, ketika jaringan sibuk... Pesan 1x yg pertama gagal, pesan 1x 
yg kedua gagal, pesan yang ketiga baru berhasil. Giliran sudah sampai yg 
lokasi, yg pesanan pertama dan kedua kok masuk. Jadi 3 gojek menghubungi 
dalam 1 perjalanan. Tidak ada otomatis cancel. Driver gojek kadang tidak 
menyalakan gps saat menjemput, jadi lokasi bisa berpindah di tempat yg jauh 
berbeda, tidak tau keberadaan Om Go Jek yg pasti dimana. Saat pesanan 
padat, harga naik diluar kewajaran. Entah kenapa...",5
"sangat membantu, pesanan cepat, drivenya baik,banyak diskon, aman sampe tujuan, pokok mantap, makasi gojek",5
"Hampir sejam,, gak ada yg mau nerima ambil paket dari kota tua ke cengkareng,,tlong di perbaiki lgi",3
"Sangat mengecewakan drivernya, kita sudah lama menunggu dan ketika drivernya udah sampai malah seenaknya nge cancel padahal kita hanya ada 4 orang aja dan sesuai dengan yg di order.",1
sangat membantu baik moda transportasi maupun untuk kegiatan rumah tangga lainnya seperti belanja baik bahan mentah maupun bahan jadi,5
Munyak sama driver nya kenapa si gak blokir aja driver yang suka batalin tiba tiba udah nunggu lama juga,1
"sangat mengecewakan, beberapa kali order gofood yg anter malah minta cod. lahhh saya itu gunain jasa kamu karena pengen diantar sampe tempat, kalau mau cod mending saya beli sendiri kocakk. resto'nya juga rating bagus tapi makanan yg dateng pada ga sesuai, resto fiktif gitu mending di blokir deh, merugikan banget, tolong di edukasi driver'nya. kerja kok setengah-setengah, kalau ga niat gausah ambil orderannya, masih banyak orang yg mau ambil rezekinya dengan kerja benar sesuai sop.",1
sangat membantu setiap perjalanan 👌 driver nya mantap semuanya ramah baik 🙏👍 kereennn,5
"nyari grab susah banget anj, bisa 20 menitan sendiri, diperbaiki lah sistemnya",1
sangat membantu untuk bepergian yang tidak memiliki kendaraan. terimakasih sukses selalu ☺️,5
"susah banget batalin pesanan, estimasi 45 menit, hampir 2jam ga bisa dibatalin, eh pas udh hampir 3jam driver dtg kerumah antar makanan. udh keburu laper bos",1
"lamanya pelayanan padahal sudah kita booking terutama yang mobil ,, sudah kita booking di cancel lagi hadeh🙂",1
"lemot bgt padahal jaringan bagus, jadi ketinggalan kereta",1
drivernya terlalu pilih² penumpang sering cancel² order terutama gocar,3
"sering mengambil driver lokasi jauh,alhasil sering book ulang & cancel",2
"Mungkin karna saya pakai diskonan saya sampai nunggu 2 jam dan ujungnya di cancel terus,ga ada yang salah sih tapi mungkin drivernya ngenteng in hanya karna diskonan, itu sebenarnya awalnya sudah di cancel karna ga ketemu driver terus saya pesen lagi niat nya mau saya cancel pas terlanjur beli lagi tapi fitur mengatakan ga bisa di cancel karna langsung di masak, kalo memang langsung di masak terus mana pesenan sebelumnya?? Kalo ngadain diskonan tapi drivernya begini mending jangan Adain diskon!",2
"cepat responnya, sampai tujuan dengan selamat, kirim barang juga utuh tanpa cacat",5
"Saya tidak bisa login beberapa kali ke akun saya, sudah mencoba beberapa kali face id tetap tidak bisa. Udh ga pake kacamata, tidak blur, cahaya terang tetep gabisa, udh buat laporan gaada penyelesaian masalah. Kecewa banget sama gojek, lama2 ku uninstall aja drpd penuhin memori HP 👎👎👎",1
"sejak ada pilihan prioritas, jadi gampang cari kendaraan emang lebih mahal sedikit tp cepet responsenya",5
saya mau pesen tiket bioskop secara online lewat gojek ehh tiba tiba gotik nya tidak ada di akun saya aslinya mau pesen biar tidak antri ternyata gagal karena gotik nya tidak ada di akun saya coba d perbaiki yah customer gojek biar saya tidak ada kendala 🙏🏽🙏🏽,1
lumayan nyaman... driver sering cancel pesanan alasan titik jemput kejauhan...,4
"Untuk gofood pesen beberapa kali katanya tulisan nya telat, trus tambahan waktunya lama bet jadi sekitar 1 jam lebih.. busyettt",2
"aplikasi gak guna, susah banget dapatin driver gofood, gocar, dan goride, dan bikin buang² waktu saya aja, mending aplikasi ini akan diblokir kedepannya, aminn",1
"Tolong gojek jangan kikir saya sering order gofood kenapa gak pernah dapet voucher yg wajar, dapet voucher potongan 10rb tapi minimal order 300rb",1
gopaylater tidak bisa di pakai padahal bayar terus mengalami kendala telat bayar hanya beberapa hari tapi langsung tidak bisa di pakai,3
Pesan goride comfort yang datang selalu vario..,2
"Gojek, tolong dong ditindak driver nakal.. Udah minta parkir padahal resto nya gak ada parkir, ketika dikasih tau bukannya minta maaf malah di cancel dan mereka itu membiarkan kita nunggu kadang setengah jam kadang hampir sejam baru orderan nya di cancel.. Selama apa kami menunggu Makanan sampai dapat driver yg baru.. Saya mau laporkan itu driver tp identitasnya langsung hilang.",1
"Kode promo ""GORIDEAJA"" gak bisa ditukerin padahal udah pas jam 00.00 di Minggu ke senin, muncul tulisan ""Gak memenuhi syarat"", pas ditanyain CS nya akunnya ga ada masalah, ditanyain apa yg bikin g memenuhi syarat ga dijawab yang bener, CS nya ga guna ganti AI aja dah",1
"tarifnya mahal banget, padahal bukan jam pergi pulang kantor. suka ga konsisten sama tarifnya",1
sangat membantu dan harus ditingkatkan lgi pelayanannya,5
"App gojek bagus. Tapi terkadang huruf hurufnya suka besar sendiri. Sama satu lagi. Suka muncul ""Gojek suka tidak menanggapi"". Minta tolong perbaiki",3
"Ada paket tertukar by gosend instan, aplikasi dan driver sama sekali gaada respon",1
"emang wajib bintang 1 ini aplikasi gojek, masa ongkos yang 70 ribu, baru 1 menit naik jadi 145 ribu.. sekarang makin gila, tiap menit naik 10% tapi kebanyakan dimakan gojek bukan untuk driver,, sedangkan untuk driver kita dipaksa untuk kasih tips",1
driver di daerah saya pada lelet! driver gojek/gofood pengen duit kagak siih? saya pesen 1 makanan aja banyak yg di cancel oleh driver! kebanyakan telat driver nya!,4
"drivernya pada ga bener, lawan arah, ga pake plat, berkali kali saya jatoh dari motor karena sikap driver yang ugal ugalan dan tidak sesuai keamanan jalanan",1
"GILA GOJEK, GA lagi lagi mesen pake kartu gofood pakai kartu debit. pas mesen bilangnya lagi rame yang pake aplikasi trs gagal pemesanan dan saldo debit kepotong. ditulisannya 14 hari kerja bakal balik, eh malah ga ada saldo balik dan disuruh hubungin banknya.",1
"baik, sebelumnya saya mohon maaf memberikan rating rendah, jujur saya sangat kecewa dengan sistem gojek sekarang, saya akui sistem nya sangat memudahkan, namun kenapa saat kita hendak memesan baik makanan maupun layanan driver nya, terutama di bagian gofood sangat banyak ketika masih di pemilihan toko, banyak banget diskon diskon nya, namun diskon nya tidak pernah sesuai, terutama di bagian ongkirnya ,sebelum pilih toko nya tertera ongkirnya cuma jadi segini, tapi pas dah mesan ga ada perubahan",2
bagus sih tapi customer gak bisa baca rating dari driver padahal yang saya baca di internet driver bisa baca rating dari customer saya khawatir bisa disalah gunakan,1
"aplikasi yg sangat membantu ,dalam transportasi dan kuliner,",5
"Pada pemesanan, tampilan pembelian udah masuk malah gaada. Udah mikir, pasti tadi kepencet batal. Tapi di notifikasi batal pun gaada. Aplikasi yang bener² buruk. Udah di cek, pemesanan ternyata gaada. Alhasil pesen lagi. Eh beberapa saat kemudian pesanan 2. Udah nyoba laporin, tapi tidak bisa dibatalkan. Error di aplikasi, tapi tidak bisa memberikan solusi berupa pembatalan.",1
"gopay tidak bisa terpakai, padahal saldonya masih ada",1
"Untuk Gojek OK. Nah untuk Gofood kebanyakan mahal di ongkir. Serius harga makanan 20an ongkir bisa 49 ribuan. Kan gila. Voucher diskonnya juga sama saja bohong. Biaya layanan, ongkir, etc. Wkwkw apanya yang di diskon bego..... Ongkir gofood semakin gak NGOTAK!",3
"Kartu sim saya hilang tahun lalu,dan saya tanggal 11 maret 2025 saya sudah kirim laporan,saya mau ganti kartu agar bisa masuk ke akun gopai saya,saya sudah jujur cuman ada transaksi terakhir isi saldo gopai saya 450.000 katanya data gak sesuai,responya ngecewakan.",1
sebel banget skrng gojek ga jelas drivernya ga dikasih maps apa gimana ya pesen makan udah berapa kali susah banget kyanya para driver nemu alamatnya. padahal sebelumnya gampang2 aja,3
"kenapa yaa semakin kesini semakin banyak driver yang tidak chat sekedar konfimasi untuk mengambil orderan, sbg customer jd bingung sebenernya driver mau ambil orderan atau tidak, udah nunggu lama tau2 dicancel",4
"Aplikasi sangat membantu, tapi tolonglah ITnya perbaiki jarak jemput Jangan terlalu JAUH!!!!! Kasian PELANGGAN nunggu LAMA, dan kasian DRIVER juga Boros BBM, Tadak sesuai PENDAPATAN, dan sering kena CANCEL. AYU donk diperbaiki, jangan cuma mikirin UNTUNG doank, MAKSIMALKAN semuanya. Agar saling MENGUNTUNGkan. Terimakasih.",5
tambah canggih dan banyak pilihan ... memberikan solusi terbaik,5
sering erorrnya drpd gak mana lagi butuh banget buat berangkat kerja malah erorr kayake perlu diperbaiki deh,2
"bug parah bgt, udah isi saldo malah ga masuk saldonya payahhh",2
banyak menu yg ditawarkan dan kita bisa memilih..,5
"makanan dimahalin dari harga asli , kalau untuk.ongkir okelah ditambah lagi biaya penanganan dan bungkus yang entah dr mana asalnya.. pokoknya jadi Mahal..",2
klo ada pembayaran apa2 tuh izin pake perizinan dong tiba-tiba motong pembayaran google Play,5
"saya taro saldo di gopay, telah hilang dan tidak ada tanggung jawab penuh yang malah merugikan saya, gojek plus yang saya sndri tidak merasa memerlukanya tiba-tiba tanggal 29 maret telah terbeli gojek plus, saya sudah laporkan malah di bahas seakan saya mendapat undian yang saya bayar sendiri jadi saldo saya di gojek hilang gitu aja, ini pembajakan akun dari aplikasi gojeknya yg menguntungkan diri sendri!!. sangat tidak baik dan tidak amanah jadi merasa tidak aman taro saldo saya ada bukti.",1
drivernya rajin sering ambil order. kalo aplikasi lain kadang suka susah dapetnya,5
"setelah saya baca baca ulasan para castemer , ternyata betul juga ya , masalah driver yang membatalkan orderan secara tiba tiba , itu yang saya alami",1
"Paling gasuka udh order gofood lama padahal ga pake jasa hemat bisa sejam an nunggu belum lagi driver nya ngambil double orderan ya ampunnn udh di bikin nunggu 2x sm aplikasi ini kesel banget saya, jadi telat kerja telat makan nunggu in makan doang heran saya, tlg lah gojek ini 1 driver 1 orderan klo keseringan 1 driver di kasi double orderan eh gojek lu ga mikir yg pesan dari lama?",1
"Ulasan Saya ralat karena feature pada aplikasi saat ini, sangat merepotkan, menyesatkan, notofikasi pay later selalu saja muncul, ketika di klik, tak tampil langsung yang di tuju, kebanyakan iklan, feature icon untuk membayar di persulit. Malah memberi peringatan denda 2000/hari, maksudnya apa coba. Kapok dah pakai ini",2
"jangan cuma sama customer baik nya, sama mitra yg di lapangan juga harus baik..",4
diskon ongkirnya adain lagi dong pesen makanan berat di ongkos kirim nya.,1
cepat ramah tamah pokoknya enak dalam perjalanan sampai tujuan,5
"Akhir2 ini kenapa saya tidak bisa menulis ulasan saat membeli makanan? Saya tidak bisa mengganti metode pembayaran dari tunai ke gopay....? Kalau kirim makanan ke orang / kasih bingkisan gak mungkin saya suruh bayar sendiri kan... tolong di tambahkan menu ganti metode pembayarannya. Terimakasih 14/01/25 Saya baru top up untuk pembelian gofood tersebut di atas, saya belum menggunakan untuk transaksi tiba2 pagi ini terpotong 43k pembayaran google image future, padahal saya tidak menggunakannya",3
perjalanan yang nyaman dengan gojeg hemat,5
Tolng di tingkatkan. Sebelum di tingalkan penguna. Masalahnya semakin lama semakin kalah sama aplikasi sebelah. Ini aplikasi lama banget transaksi nya beda ama yng sebela semakin sat set. Hilangkan mode hemat kalo memang bikin lama transaksi.,3
do'a saya untuk perusahaan goto bisa meningkatkan kesejahteraan seluruh para mitra driver nya. aaammniiinnn.,5
gps paling tidak akurat di banding aplikasi serupa yg lain,2
"Fiture lengkap, jadinya loadingnya cukup lama dibandingkan dengan APK lain. Tapi meskipun loading lama padahal RAM aku masih kosong, this apk doesn't need huge spaces. I really love GOPAY fiture, it helps me a lot. Keep it up. Mungkin bisa diatur apknya jadi lebih ringan biar transaksinya jadi lebih mudah & cepat. Thanks",4
"makin lama gojek makin ngeyel, saya nunggu orderan GoRide 1 jam gak ada yg approve, aplikasi yg hanya nyusahin para drivernya, potongan besar, sehingga para driver enggan mengambil orderan, dan yg jadi korban itu konsumen, burn aja sudah aplikasi ini, gak usah ada lagi",1
"Saya isi Etoll Flazz saldo gopay sudah berkurang, tpi saldo e-toll tidak bertambah. Saya sudah berikan bukti kalau top dan dari gopay tidak masuk. Masih alasan dan tidak mengakui salah sistem. Pelayanan buruk . Bukan masalah uangnya tapi pelayanannya",1
"Aplikasi ini memang sangat membantu,tapi tolong untuk driver gojek atau gocarnya dikasih tauu supaya dalam keadaaan ready menjemput penumpang,bukan jadi penumpang yang menunggu yang ganti baju dululah,yang antar penumpang dululah,jadi yang semestinya saya nyampe ontime jadi telat ke lokasi tujuan. Kan jadinya kesal",4
Susah sekali dapet driver terdekat selalu dapet yang jauh. Tolong diperbaiki biar gak pindah ke aplikasi sebelah,1
"Aplikasinya tidak bisa dibuka, ketika dibuka force close. Udah di uninstall trus install lagi, dihapus data, restart hp, semua permissionnya dibolehkan, jaringan oke tetap aja gabisa dibuka. Ketika baru di install trus login akun langsung ketutup sendiri semenjak update terakhir. Mohon bantuannya/ diperbaiki bugnya secepat mungkin.",5
nyala akun hampir 24 jam tapi sehari ga sampe 5 . padahal sebelum lebaran sehari bisa 20 .,1
tiba-tiba keluar sendiri Terus pas masuk malah terjadi kendala Gak Jelas,3
udah dari 2 minggu ini pesen gofood tapi selalu ga pernah dapet driver.. mana ga bisa di batalin klo dah trlalu lama nunggu😔😔,1
"kenapa gojek gak mau jemput kala u lokasi penjemputannya di pedesaan, dan mau jemput kalau di perkotaan atau tempat yang ramai saja, terus alasanya banyak yang lagi booking atau lainnya",1
kenapa gak bisa beli paket internet error terus gak di perbaiki apa,1
sering gangguan kalo top up gak masuk dana nya,4
"Aplikasi burik gak bisa buka pesanan. Tombol Bantuan gak berfungsi. Aplikasi gak guna, udah pengantaran makanan lama, driver bikin emosi pula. Udah aplikasi eror gak jelas. Saya sudah update tetep server eror tulisannya.",1
aplikasi layanannya makin buruk..susah sekali utk dapat driver..dan kebanyakan jual mahal para driver ojolnya,2
ini gojek kesini nya makin jelek ya pelayanannya? sumpah udah chat cs nya bot semua pengen hub langsung gitu gak bisa keluhan juga cuman respon nya gitu asli saya mau uninstal mending pake apk sebelah,1
"pas mindahin akun ke hp baru ,verifikasi wajah susah banget .mohon di perbaiki",4
"Aplikasi transum yang aman, handal, hemat serta cepat tanggapan bila ada permasalahan yang dihadapi pelanggan. Terima kasih Gojek.",5
awalnya saya pakai gopay pinjam untuk teaveling gk masalah.. sampai memang saya ada keperluan dan telat bayar angsuran 2mggu dan saya bayar berikut bunga nya.. lalu di angsuran terakhir ini saya jg baru telat 1 hari rencana akan saya bayar mggu depan mengingat kemarin telat 2mggu gk terlalu ribet penagihan nya.. eh malah dia wa kontak darurat.. SAYA KECEWA.. SAYA BERHAK UNTUK PRIVASI SAYA.. KECUALI SAYA ADA RIWAYAT GAGAL BAYAR!!!!!,1
"Terima kasih gojek. aplikasi ini sangat membantu, terlebih saya sering dapat diskon hehe",5
"susah mencari driver padahal buru buru, kan saya order juga bakal saya bayar tapi tidak ada driver yang mau ambil orderan",1
"semakin digunakan..harga semakin mahal..padhl jarak sm ,bukane turun hargane mlah naek..gatel",2
"sejauh ini lancar lancar aja, tingkatkan terus layanannya",5
"mantap pengemudi nya orang tua tapi masih mau bekerja , ramah dan sopan",5
"CS tanggal 16 April 2025, kalau ga salah diatasnya tertulis nama Enzo, pelayanannya jelek. ini kedua kalinya kecewa sama go food, makanan ga lengkap sudah disuruh kirim foto dll, suruh kirim foto lagi yg mkn terbuka semua. pdhl udh nunggu lama, mkn udh ada yg dimakan. Jadi memang lebih baik masak di rumah ya...drpd udh bayar mahal, kecewa, msh dipermainkan CS gofood. ga ditanggapin lama............",1
"Untuk Go-Food menurut saya ""SANGAT BURUK"" Karena fitur resto super partner menurut saya sangat tidak bersahabat.. Cuma baru coba klik2 pesan langsung otomatis order dan gk bisa dibatalkan & diubah apapun,, kesannya seperti ""MEMAKSA!"" sangat kecewa, tapi gpp, untuk pengalaman terakhir kalinya. Kasian jika orang2 tidak sengaja kepencet gitu. Tidak Mohon tidak maaf, tidak ada bintang untuk aplikasi ini,... Kapok saya instal gojek👎🏼👎🏼👎🏼 baru pertama lngsung Kecewa. ""SANGAT PANTAS DI UNINSTALL""",1
percuma langanan go jek plus ongkir gofood tetap mencekik kayak gak ada rasanya gak kayak dulu,2
"aplikasi buruk, masalah sering saldo terpotong pulsa tidak masuk",1
"Bad mood banget. makin lama app ini ngeselin. Tarif sering banget melonjak naik. udah naik berlebihan nunggu driverpun lebih dari 20 menit sampai telattt banget saya. Promo pun seribu 2rb buat apa yaa? saran : ga usah diadain tuh diskon², kayaknya customer lebih dari sanggup bayar asal ditargetin drivernya paling lama 2 menit nemu & jarak deket. kalau ada event/hari raya yg buat semua/sebagian driver ga bisa ambil orderan, tutup sementara ini app, biar customer cari cara lain Terimakasih.",1
"makin kesini makin gak banget deh. udah nungguin sejam loh gofoodnya, statusnya lagi dimasak, giliran udah selese status Driver semua sibuk. APAAN SIH ??! algoritmanya gak masok buat customer, nungguin makan sejam setengah loh, dengan ongkir yg makin mahal 👎👎",1
"nice, semoga bisa lebih mudah dapet diskon, soalnya mudah dan akurat",5
"Aplikasi anak bangsa yang ribet, pakai gopaylater tidak pernah telat bayar malah di blokir dengan alasan yang tidak jelas , di info pada tanggal 2 Juni 2025 Gopay later sudah bisa di pakai kembali , giliran di buat belanja beberapa ratus ribu , malah di blokir lagi sampe Agustus , dr pada pemblokiran tdk jelas silakan aja di blokir permanen jadi sekalian tidak pake aplikasi Gojek , GOPAY, Tabungan JAGO",1
"Ga tahu kenapa, pelayanan menurun drastis,di gofood mau pesan makan, estimasi sudah lama, dapat driver juga setengah mati susahnya, mau gojek nunggu dapat driver lama, tiap dapat driver dengan mudahnya membatalkan langsung, seperti ga punya pengaruh developer ke driver, makanya driver suka suka dia mau ambil orderan seperti keinginannya sendiri.",1
"Apk sama sekali tidak melindungi konsumen, hati2 dg pemesanan remote (bukan Anda penerimanya), dr pengalaman saya, apk ini melindungi mitranya, tapi tidak melindungi hak konsumen, chat dg customer service nya pun melalui mesin, bukan manusia aktif, kita tidak bisa berinteraksi langsung dg mereka, saya sangat kecewa, ga akan lagi pesan remote dr gojek",1
mudah dan murah kemana mana.kalo lagi macet malas kluarin mobil gocar solusinya.,5
makin buruk aja susah nentuin titik lokasinya parahhh banget,2
"udah nunggu lama lama, malah di cancel gitu aja alasan ga ada driver",1
Sekarang Susah buat claim voucher kadang ga malah ga dpt udah gitu harga nya mahal ga ramah kantong.Pernah sekali ga sengaja mesen karena apknya eror pas batalin saldo gopay saya ikut ilang tolong lah jangan gitu,1
"selalu kecewa dengan pelayanan yang serba lambat, selalu membuat terlambat",1
Banyak membantu kaum introvert tapi tolong murahin lagi ongkir nya,5
tlong driver di perhatikan labih baik lagi kesejahteraan nya,4
"Sebagai pengguna lama, kapok pake gojek. tiba² semua promo hilang katanya ada transaksi mencurigakan. sampah emng !!!",1
"saya sudah topup saldo tabungan malah ilang, ini aplikasi payah",1
"Saya pesan GO-FOOD berulang kali tetapi estimasi waktu yg diberikan tidak berjalan Ditambah susah mencari driver dan di cancel terus, padahal sdh nunggu lebih dr satu jam tapi estimasi waktu tidak berubah Benar benar membuat Coustemer jera!!",1
"susah dapat driver buat gofood, pesanan malah tercancel sendiri karena ga ada driver cs nya juga kurang kooperatif tolong perbaiki lagi kualitas nya, kembaliin aja kualitas yang lama makin kesini kualitas nya makin turun jadi serba susah kalau pakai gojek",1
"Gojek tolong dong kasih tau untuk semua driver buat kerja yang profesional dan niat, saya memesan booking goride lebih dari 20+ tapi dapet pembatalan dari Driver,",1
"banyakin slot dan goceng... matika pendapatan reguler... mantap memang... sudah d bela2in kluar dari tempat kerja krn takut akun di hapus jika 2 bulan tidak aktif,, mala di telantarkan... mantaplah",1
Aplikasi go-jek terlalu kaku jadi tolong diperbaiki lagi dari segi pelayanan maupun aplikasi itu sendiri karena saya lupa memencet tombol back ketika akan memberi bintang kepada driver mungkin driver merasa kecewa itu saja terima kasih,2
"Buat manajemen gojek, percuma banget kasih promo atau discount atau potongan harga, percuma banget bersaing dengan potongan harga karna dampak bagi kami pemakai aplikasi tidak puas malah lebih dapat pelayanan yang sangat buruk, saya termasuk pengguna aktif gojek bahkan untuk paylather saya sangat tinggi, kami rela membayar lebih bahkan tidak masalah dengan catatan pelayanan bagus, percuma potongan discount atau promo, uang tips kami lebih besar dari potongan2 itu semua",1
"Udah bertahun make ini apk ga pernah ngerasa ga worth it, tapi kemaren kek ngerasa apes banget, pesan gofood dari jam 2 pagi trus sampe jam 9 ga ada diantar sama sekali lalu tiba-tiba pesanan sudah terselesaikan, jujur aja kecewa berat, bukan masalah kehilangan uang yang ga seberapa tapi kek jadi ga mau percaya lagi sama aplikasi nya.",1
Driver banyak di sekitar kok dapet nya yg jauh sih aneh banget ngapain dah kaya gitu,1
"kemarin saya pesen gojek, yg pertama cancel krna ktanya driver nya lgi tmbal ban, saya pake pembayaran mbanking bri, begitu di cancel uang nya ga langsung ke refund, langsung saya pesen ke 2 kali nya trnyata sm juga minta cancel krna posisi saya kejauhan, tp 2 2 nya uangnya gada yg di refund sm skali, mana 1 kali booking 75.000, rugi 150.000 aku, sampe hari ini uang nya gada balik lagi, kesel bgt, kecewa!!",3
