kata	skor
tidak signifikan banget	-5
hang parah	-4
neraka bikin emosi	-5
tidak puas banget	-3
tidak terdeteksi fatal	-5
tanpa solusi ngeselin	-2
tidak sistematis doang	-1
tidak puas doang	-2
mencurigakan fatal	-1
kualitas rendah dan bikin kesel	-2
kalah bikin emosi	-3
kehampaan banget	-3
risiko terus	-4
boros baterai bikin emosi	-2
tidak ada dukungan bikin emosi	-3
selesai fatal	-2
mencurigakan banget	-4
tidak bisa diunggah bikin emosi	-2
tidak manusiawi banget	-2
licik mulu	-1
terdistraksi mulu	-4
rentan terus	-1
masalah berlarut terus	-2
bad UX parah	-1
berani bikin emosi	-1
tidak bisa diunggah dan bikin kesel	-4
pemborosan dan bikin kesel	-5
banyak iklan parah	-3
terbuka fatal	-2
penyelesaian sulit bikin emosi	-3
keraguan fatal	-2
menguras kuota fatal	-2
layanan buruk terus	-4
interupsi dan bikin kesel	-4
laggy doang	-4
masalah berlarut ngeselin	-1
tidak responsif layar doang	-4
prasangka doang	-3
penghamburan bikin emosi	-1
tidak bisa diunggah terus	-2
tidak menarik dan bikin kesel	-5
kurang fitur bikin emosi	-2
tidak produktif bikin emosi	-5
tidak patut doang	-4
menjengkelkan doang	-2
tidak menarik bikin emosi	-2
menipu fatal	-5
krisis fatal	-4
basi bikin emosi	-3
ringkih banget	-2
tidak bisa diakses doang	-5
kecelakaan banget	-1
malapetaka doang	-4
tidak lengkap doang	-4
nyebelin banget	-5
tidak ramah doang	-3
malah mempersulit parah	-5
pixelated ngeselin	-2
tidak ada masa depan fatal	-4
acak-acakan terus	-4
tidak tentu doang	-1
tidak terlindungi parah	-5
crash mendadak terus	-4
buruk rupa dan bikin kesel	-2
ngeri ngeselin	-5
menyerah ngeselin	-2
kiamat mulu	-2
salah otorisasi bikin emosi	-3
freezing bikin emosi	-3
neraka banget	-5
tidak cocok doang	-1
gagal total fatal	-4
neraka doang	-5
rentan mulu	-1
terkunci dan bikin kesel	-4
horor bikin emosi	-3
berantakan doang	-1
salah dan bikin kesel	-1
tidak teratur banget	-5
gagal doang	-1
tidak pasti ngeselin	-4
terganggu terus	-5
tidak adaptif mulu	-1
tidak presisi fatal	-1
trouble parah	-1
berbelit-belit fatal	-4
privasi terancam bikin emosi	-5
menyesal mulu	-2
memakan memori banget	-3
tidak fokus doang	-1
memecah perhatian dan bikin kesel	-2
nyebelin ngeselin	-1
penuh bug mulu	-1
ketidakpastian fatal	-3
menguras parah	-2
belum matang doang	-2
penyelesaian sulit dan bikin kesel	-3
tidak konsisten banget	-1
berani parah	-1
terlalu kompleks doang	-3
banyak masalah doang	-1
tanpa arahan dan bikin kesel	-4
tidak patut dan bikin kesel	-2
penyelesaian sulit doang	-2
regret ngeselin	-3
keluar sendiri fatal	-4
tidak ada isinya bikin emosi	-2
selesai terus	-1
tidak manusiawi doang	-5
keputusasaan doang	-2
gaduh dan bikin kesel	-5
seram fatal	-1
tidak ada perbaikan doang	-2
mengabaikan ngeselin	-5
buang-buang uang bikin emosi	-1
tidak ada perbaikan mulu	-4
mengganggu ngeselin	-2
file rusak bikin emosi	-3
ricuh fatal	-3
bobrok mulu	-3
bikin pusing ngeselin	-4
tidak terdeteksi dan bikin kesel	-3
suara serak ngeselin	-5
mundur parah	-5
tidak pasti mulu	-5
tidak peka fatal	-3
tidak responsif banget	-3
mundur terus	-4
berisiko doang	-3
janji palsu parah	-2
tidak bisa buka doang	-5
mengganggu banget	-2
hilang data fatal	-1
buruk rupa doang	-3
kerugian mulu	-5
tidak bisa diakses bikin emosi	-5
kurang estetis doang	-2
tidak percaya bikin emosi	-4
tidak estetis mulu	-3
kedaluwarsa banget	-3
nyebelin mulu	-3
lapuk terus	-1
gelap mulu	-3
tidak presisi doang	-4
petaka ngeselin	-4
menyebalkan bikin emosi	-5
beku terus	-2
tanpa arahan bikin emosi	-1
tidak bisa diunggah ngeselin	-5
gagal login parah	-4
gagal dan bikin kesel	-1
ketidakpercayaan fatal	-2
tragedi ngeselin	-2
rentan virus bikin emosi	-1
kalah ngeselin	-5
tidak sah mulu	-5
tidak cocok terus	-2
tidak etis ngeselin	-4
kehampaan ngeselin	-5
prasangka parah	-5
tidak layak fatal	-4
tidak bisa buka parah	-2
brutal banget	-3
berat fatal	-3
terpecah terus	-2
neraka dan bikin kesel	-3
redup terus	-1
tidak adil terus	-4
merugikan dan bikin kesel	-5
tidak bisa ditutup ngeselin	-5
tidak puas fatal	-2
cacat parah	-3
tidak bisa diunduh ngeselin	-5
gangguan fatal	-2
tidak jujur parah	-1
tidak support ngeselin	-3
tidak ada respon doang	-4
tidak terdeteksi ngeselin	-1
paling buruk doang	-4
meremehkan bikin emosi	-1
kualitas rendah mulu	-3
seram mulu	-2
terekspos mulu	-2
tidak transparan banget	-1
inferior dan bikin kesel	-5
ringkih fatal	-4
kosong doang	-1
kerusakan terus	-3
tidak optimis terus	-1
mental ngeselin	-1
tidak user-friendly parah	-1
tidak estetis dan bikin kesel	-2
keputusasaan parah	-5
tidak konsentrasi parah	-5
lambat fatal	-4
kehampaan parah	-3
keluar topik doang	-5
menguras baterai terus	-1
tidak bisa diubah doang	-1
murahan mulu	-3
tidak penting fatal	-5
penyelesaian sulit mulu	-4
hampa banget	-3
berantakan ngeselin	-2
menyayat hati dan bikin kesel	-3
terblokir dan bikin kesel	-3
penipu parah	-2
selesai mulu	-2
respon lambat parah	-4
tidak nyambung ngeselin	-4
rapuh mulu	-5
tidak up to date terus	-3
data bocor parah	-4
dukungan buruk bikin emosi	-5
gelap fatal	-3
tertinggal parah	-4
tidak ada respon fatal	-2
berisiko fatal	-5
tidak penting mulu	-2
jelek sekali terus	-3
mudah diserang doang	-4
keputusasaan bikin emosi	-5
menyayat hati parah	-3
mengganggu doang	-2
tidak sah dan bikin kesel	-3
nge-freeze dan bikin kesel	-3
memilukan doang	-2
gagal inisialisasi ngeselin	-5
tidak ada bantuan mulu	-5
tidak puas terus	-3
gagal inisialisasi fatal	-5
kecelakaan doang	-1
jadul bikin emosi	-1
kerugian parah	-2
hilang data doang	-1
palsu banget	-2
tidak pasti banget	-5
data bocor banget	-5
ikon membingungkan dan bikin kesel	-5
nge-freeze terus	-2
tidak nyambung bikin emosi	-4
tidak teratur fatal	-2
terganggu doang	-5
tidak ada perbaikan bikin emosi	-4
regret banget	-1
keluar topik banget	-2
berbahaya mulu	-1
mengganggu terus	-1
versi lama dan bikin kesel	-4
kedaluwarsa doang	-4
tidak bisa buka terus	-2
lambat dan bikin kesel	-5
tiruan bikin emosi	-2
kurang estetis fatal	-4
seram terus	-4
tidak support dan bikin kesel	-1
tidak ada perbaikan fatal	-5
curiga fatal	-3
bangkrut parah	-1
keluar sendiri terus	-1
terhambat dan bikin kesel	-1
keluar sendiri bikin emosi	-1
laggy terus	-1
memilukan ngeselin	-1
masih beta dan bikin kesel	-2
ricuh terus	-1
berbelit-belit banget	-2
tidak bermanfaat ngeselin	-2
data hilang doang	-4
bikin pusing parah	-2
lemah doang	-3
kualitas rendah parah	-3
memecah perhatian fatal	-1
tidak bisa diubah bikin emosi	-4
kumuh ngeselin	-4
menyepelekan fatal	-4
hang dan bikin kesel	-5
nge-freeze fatal	-1
tidak terdeteksi bikin emosi	-5
tidak diizinkan fatal	-4
terpecah bikin emosi	-5
acak-acakan bikin emosi	-1
merugikan ngeselin	-4
ancaman mulu	-1
tidak dikenali terus	-3
licik fatal	-3
hancur ngeselin	-2
buang-buang uang mulu	-3
tidak bisa ditutup banget	-3
memusingkan mulu	-4
tidak bisa diandalkan terus	-1
kehancuran mulu	-3
tidak recommended mulu	-1
berubah-ubah mulu	-3
ngeri parah	-3
boros kuota dan bikin kesel	-2
tutup bikin emosi	-3
tidak percaya fatal	-2
beku bikin emosi	-4
terlalu kompleks ngeselin	-1
paling buruk bikin emosi	-2
usang bikin emosi	-4
bahaya mulu	-2
stuck mulu	-2
pesan error mulu	-5
salah terus	-3
menguras baterai fatal	-4
bencana fatal	-1
mahal parah	-2
tidak terdeteksi mulu	-1
terhenti ngeselin	-5
penuh celah ngeselin	-3
kiamat bikin emosi	-3
tidak konsisten mulu	-1
bangkrut banget	-4
warna pudar terus	-1
tidak bermanfaat fatal	-1
sering down bikin emosi	-4
terpuruk mulu	-4
bikin marah bikin emosi	-5
tidak berguna doang	-4
malapetaka mulu	-1
malapetaka parah	-5
bikin marah ngeselin	-2
tidak efektif doang	-2
mengenaskan banget	-2
menyesal banget	-4
mudah diserang dan bikin kesel	-1
membosankan dan bikin kesel	-4
outdated bikin emosi	-4
hilang data parah	-2
iklan menyesatkan parah	-5
tidak jujur terus	-1
tidak siap fatal	-3
berisiko dan bikin kesel	-4
kehancuran terus	-1
iklan menyesatkan bikin emosi	-3
tidak nyambung banget	-4
tidak sync ngeselin	-5
tidak dikenali fatal	-4
nge-freeze doang	-3
penyelesaian sulit ngeselin	-4
regret fatal	-4
berani doang	-3
negatif fatal	-5
abai bikin emosi	-1
mengancam ngeselin	-5
susah diatur bikin emosi	-2
tidak kompatibel dan bikin kesel	-3
penghamburan parah	-4
bikin kesel doang	-2
brutal parah	-2
melanggar hukum doang	-5
busuk ngeselin	-1
tidak ditemukan dan bikin kesel	-5
outdated terus	-3
crash terus parah	-3
penuh bug doang	-5
tidak adil fatal	-4
acak-acakan doang	-5
salah bikin emosi	-2
ancaman ngeselin	-4
tidak variatif terus	-4
rentan virus parah	-1
fitur berbayar tersembunyi parah	-5
gagal sinkron bikin emosi	-2
tidak efisien dan bikin kesel	-2
bikin kesel dan bikin kesel	-3
gagal inisialisasi dan bikin kesel	-3
tidak presisi bikin emosi	-1
mudah diserang parah	-2
hang ngeselin	-1
rendah dan bikin kesel	-4
tidak maksimal mulu	-2
tutup parah	-2
tidak logis parah	-1
banyak masalah fatal	-1
sering down terus	-3
ilegal doang	-1
ricuh doang	-1
kecelakaan dan bikin kesel	-2
banyak masalah mulu	-2
keluar topik bikin emosi	-4
trouble mulu	-5
penipu dan bikin kesel	-5
spam mulu	-4
tanpa solusi dan bikin kesel	-3
servis buruk parah	-1
penuh celah dan bikin kesel	-1
force close dan bikin kesel	-2
petunjuk minim dan bikin kesel	-3
sering logout banget	-5
korup doang	-3
warna pudar banget	-4
membebani banget	-5
tidak konsentrasi banget	-4
memilukan bikin emosi	-2
macet fatal	-1
kurang jelas bikin emosi	-1
tidak tertata banget	-2
gagal login doang	-5
kontras buruk ngeselin	-5
tidak adil doang	-2
tidak jelas terus	-3
tidak kompatibel bikin emosi	-2
sangat jelek terus	-1
basi banget	-1
tidak bermoral parah	-4
mengecewakan terus	-1
malapetaka ngeselin	-2
fitur dicabut terus	-4
pesan error banget	-4
penuh celah bikin emosi	-4
produk cacat dan bikin kesel	-5
abai terus	-5
kehancuran fatal	-2
tidak kompatibel fatal	-5
tidak ditemukan doang	-4
tidak bermoral doang	-3
tidak konsisten terus	-5
tidak sah bikin emosi	-5
keluar sendiri doang	-4
lemah dan bikin kesel	-1
menguras kuota dan bikin kesel	-5
tidak cocok parah	-5
tidak valid ngeselin	-4
tidak ada bantuan ngeselin	-1
meremehkan dan bikin kesel	-5
tidak bisa diunduh bikin emosi	-4
tidak teratur bikin emosi	-3
peringatan merah mulu	-3
tidak puas bikin emosi	-3
melenceng mulu	-2
penuh celah parah	-4
tidak ada dukungan fatal	-1
servis buruk fatal	-4
kompleks dan bikin kesel	-4
tidak ada janji ngeselin	-3
ketidakpercayaan terus	-2
gagal terus	-5
murahan doang	-3
melanggar hukum banget	-1
tidak layak terus	-2
buruk rupa terus	-3
warna tabrakan bikin emosi	-3
tragedi terus	-5
dukungan buruk terus	-4
terbatas parah	-2
menakutkan bikin emosi	-1
terhenti dan bikin kesel	-5
penghamburan doang	-5
penipuan fatal	-4
menguras doang	-3
salah otorisasi ngeselin	-3
basi parah	-5
suara serak fatal	-5
curiga dan bikin kesel	-5
bikin marah parah	-2
tidak peduli doang	-5
tidak sepadan doang	-5
tidak lengkap fatal	-4
gagal total dan bikin kesel	-3
menyesatkan ngeselin	-4
hilang data terus	-5
murahan fatal	-4
berbahaya parah	-3
pemborosan banget	-5
hang doang	-5
lambat parah	-4
mengecewakan bikin emosi	-1
penghamburan dan bikin kesel	-1
busuk doang	-3
kadaluarsa mulu	-2
fitur dicabut fatal	-3
trouble fatal	-4
keliru doang	-2
berbahaya banget	-1
susah diatur terus	-4
tidak jelas parah	-3
ngeri terus	-3
tidak bisa dibuka banget	-1
fitur kosong ngeselin	-3
trouble koneksi fatal	-4
masalah berlarut mulu	-1
ketinggalan banget	-1
kumuh terus	-5
mengancam fatal	-1
melanggar hukum dan bikin kesel	-5
tidak peduli bikin emosi	-4
tidak sepadan terus	-2
menguras baterai bikin emosi	-5
kompleks parah	-5
tidak aman banget	-1
musibah bikin emosi	-4
kompleks terus	-2
membosankan terus	-4
penyelesaian sulit terus	-3
jelek sekali dan bikin kesel	-2
berat doang	-3
menguras terus	-2
akses ditolak fatal	-3
tidak responsif ngeselin	-3
kuno dan bikin kesel	-2
tidak percaya parah	-1
samar fatal	-4
error kode ngeselin	-1
ringkih ngeselin	-2
tidak menarik doang	-3
data hilang dan bikin kesel	-3
ilegal dan bikin kesel	-1
bocor dan bikin kesel	-3
konten minim doang	-2
dukungan buruk mulu	-3
bahaya fatal	-1
ketidakpastian bikin emosi	-1
macet bikin emosi	-2
berbahaya fatal	-3
tidak optimis parah	-1
buruk dan bikin kesel	-3
tidak recommended bikin emosi	-3
tidak bisa buka bikin emosi	-3
tidak ditemukan fatal	-1
tidak terencana doang	-2
gagal sinkron parah	-3
negatif mulu	-2
tidak berfungsi mulu	-3
petaka doang	-3
sembunyi-sembunyi banget	-1
berantakan dan bikin kesel	-4
membuang daya parah	-1
tidak patut terus	-5
tidak ada bantuan terus	-1
tidak dikenali banget	-3
kecelakaan bikin emosi	-2
bobrok dan bikin kesel	-5
monoton parah	-2
membingungkan terus	-2
tidak jelas fatal	-5
gaduh mulu	-4
penghamburan fatal	-4
kuno banget	-2
tidak percaya dan bikin kesel	-1
tidak bisa diubah fatal	-1
tidak ramah ngeselin	-3
kompleks fatal	-3
tidak presisi terus	-2
penanganan buruk dan bikin kesel	-3
menyeramkan dan bikin kesel	-1
tidak transparan terus	-1
kosong ngeselin	-2
tidak ada dukungan doang	-2
terenkripsi dan bikin kesel	-3
rusak dan bikin kesel	-1
tidak sync banget	-5
gema dan bikin kesel	-5
membuang waktu parah	-3
suram terus	-3
sia-sia dan bikin kesel	-4
licik bikin emosi	-3
tidak aman parah	-4
tanpa solusi bikin emosi	-3
tidak lengkap bikin emosi	-4
tidak bermoral bikin emosi	-3
menjengkelkan ngeselin	-2
rentan virus ngeselin	-2
gambar pecah terus	-1
berubah-ubah bikin emosi	-2
versi lama bikin emosi	-2
terhambat fatal	-5
tidak presisi banget	-5
outdated dan bikin kesel	-2
tidak manusiawi terus	-5
tidak patut ngeselin	-1
mengecewakan dan bikin kesel	-3
ricuh mulu	-1
boros baterai terus	-2
izin kurang dan bikin kesel	-4
kabur dan bikin kesel	-4
pesan error terus	-4
tidak puas mulu	-4
tidak ada bantuan doang	-2
regret terus	-1
menyimpang dan bikin kesel	-1
menyusahkan bikin emosi	-3
tidak sesuai deskripsi dan bikin kesel	-4
darurat ngeselin	-4
tidak akurat mulu	-5
tidak jalan bikin emosi	-5
restart sendiri ngeselin	-5
menyesatkan dan bikin kesel	-1
membuang waktu ngeselin	-2
tidak ada update banget	-5
regret bikin emosi	-3
melanggar fatal	-4
tidak sistematis banget	-1
tidak tentu bikin emosi	-2
gangguan doang	-5
tidak jernih dan bikin kesel	-5
terputus-putus banget	-5
ancaman parah	-2
terbelakang ngeselin	-5
tidak bermoral fatal	-4
menjijikkan fatal	-1
tidak support parah	-1
kurang estetis ngeselin	-4
tragis ngeselin	-4
fitur berbayar tersembunyi banget	-5
berat bikin emosi	-2
monoton banget	-1
menyepelekan parah	-2
tidak signifikan dan bikin kesel	-5
tidak diizinkan bikin emosi	-3
rawan doang	-4
tidak bisa dibuka doang	-2
layanan buruk mulu	-4
masih beta mulu	-4
terkunci parah	-2
tidak dikenali mulu	-1
bising doang	-2
membebani bikin emosi	-3
berpotensi bahaya terus	-1
menyerah terus	-4
keliru terus	-2
ribet fatal	-5
tidak penting doang	-3
terekspos fatal	-2
spam dan bikin kesel	-1
tutup terus	-5
sia-sia fatal	-3
berhenti tiba-tiba mulu	-2
berisiko mulu	-5
tidak signifikan ngeselin	-5
menyerah dan bikin kesel	-4
mengenaskan terus	-4
mudah diserang terus	-4
sulit dipakai parah	-3
petunjuk minim doang	-4
berisik banget	-5
tidak terhubung mulu	-4
tidak sah doang	-1
jelek banget	-1
monoton ngeselin	-4
penanganan buruk ngeselin	-4
interupsi terus	-1
tertinggal banget	-5
pengembang cuek ngeselin	-3
bikin marah mulu	-1
tampilan kuno parah	-3
berbahaya terus	-5
bikin marah doang	-1
kumuh fatal	-2
tidak bisa buka mulu	-2
tidak ada dukungan ngeselin	-3
tidak responsif terus	-4
warna tabrakan parah	-4
gangguan ngeselin	-2
tidak fokus bikin emosi	-2
penghamburan ngeselin	-4
rusak terus	-2
tidak responsif dan bikin kesel	-2
susah diatur doang	-5
sering logout ngeselin	-3
menyimpang doang	-1
gaduh parah	-1
nyebelin dan bikin kesel	-5
petaka parah	-4
mengenaskan fatal	-4
terputus-putus fatal	-1
peringatan merah ngeselin	-5
horor doang	-1
tidak peka terus	-2
terblokir banget	-3
bobrok parah	-3
merepotkan terus	-5
susah diatur banget	-2
tiruan doang	-3
keluar sendiri banget	-3
terbelakang bikin emosi	-2
sangat jelek parah	-3
bikin kesel fatal	-5
berhenti tiba-tiba doang	-1
belum sempurna dan bikin kesel	-5
tidak jalan dan bikin kesel	-4
tidak jujur banget	-1
ketidakpercayaan banget	-4
keraguan banget	-3
freezing banget	-3
rendah doang	-4
bocor bikin emosi	-4
susah diatur dan bikin kesel	-3
bikin pusing dan bikin kesel	-5
ambigu parah	-4
nyebelin terus	-1
layanan buruk dan bikin kesel	-4
keliru bikin emosi	-1
janji palsu dan bikin kesel	-4
tidak percaya doang	-1
terpecah parah	-5
tidak maksimal dan bikin kesel	-3
tanpa solusi parah	-1
